video_id,comment_id,parent_comment_id,comment_type,author_display_name,author_channel_id,comment_text,comment_like_count,reply_count,published_at,updated_at
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg,,TOP_LEVEL,@ARYDigitalasia,UC4JCksJF76g_MdzPVBJoC3Q,"📍Tamasha S5, Daily at 10:00 PM – Only on #ARYDigital",127,129,2026-09-14T19:59:42Z,2026-09-14T19:59:42Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakSODHlQg4,UgywzezFoEu6KvVekq54AaABAg,REPLY,@FURQAN_VELOGS,UCU5KVqB3ydZUEsNVd7JGmoA,Jhot . koi gime table nai ha,4,0,2026-09-14T20:01:03Z,2026-09-14T20:01:03Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakSRmhtBev,UgywzezFoEu6KvVekq54AaABAg,REPLY,@NoorFareed-s7d,UCfDv3JDeR5TyfI4_SsRFFPw,Samiya winner InshaAllah ❤❤,2,0,2026-09-14T20:01:32Z,2026-09-14T20:01:32Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakT-22JsbF,UgywzezFoEu6KvVekq54AaABAg,REPLY,@gymloved7,UCGSseTUsgRCiv-pzUYw4c9w,Bakwas kr dya ha app bna k maza nahi rha ab,2,0,2026-09-14T20:06:21Z,2026-09-14T20:06:21Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakT9Ync81s,UgywzezFoEu6KvVekq54AaABAg,REPLY,@gymloved7,UCGSseTUsgRCiv-pzUYw4c9w,YT viewer's k lye yeh boht galat hai iska nuksaan hoga channal ko,1,0,2026-09-14T20:07:47Z,2026-09-14T20:07:47Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakT9vJGqgb,UgywzezFoEu6KvVekq54AaABAg,REPLY,@jamilahmed6802,UC2swnDFoDGN0rs4N47WD3UQ,Ye kiya ho raha please time py dekayaa kary hamary classes hoty hain subbah ko,0,0,2026-09-14T20:07:50Z,2026-09-14T20:07:50Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTD2SNX2j,UgywzezFoEu6KvVekq54AaABAg,REPLY,@jamilahmed6802,UC2swnDFoDGN0rs4N47WD3UQ,​@NoorFareed-s7dnever,1,0,2026-09-14T20:08:15Z,2026-09-14T20:08:15Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTI7Sh5cw,UgywzezFoEu6KvVekq54AaABAg,REPLY,@IsmailknowIsmail,UC5krAZQCN6G9lHTlaYErehA,Ithna late q upload kartay hu,0,0,2026-09-14T20:08:57Z,2026-09-14T20:08:57Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTQa_5hbl,UgywzezFoEu6KvVekq54AaABAg,REPLY,@NoorFareed-s7d,UCfDv3JDeR5TyfI4_SsRFFPw,InshaAllah InshaAllah Samiya winner,2,0,2026-09-14T20:10:06Z,2026-09-14T20:29:44Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTV65Di1h,UgywzezFoEu6KvVekq54AaABAg,REPLY,@gulalaiyama,UCCVB17Y31TNfJqONrFNfgNA,We want to see ESRA and ZAYB screen time together! ❤️‍🔥 Give us their conversations and moments instead of cutting them out. We deserve to see their genuine interactions too! 🫶🏻✨,6,0,2026-09-14T20:10:43Z,2026-09-14T20:10:43Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTWZ93GzJ,UgywzezFoEu6KvVekq54AaABAg,REPLY,@gulalaiyama,UCCVB17Y31TNfJqONrFNfgNA,"Today was ESRA’s birthday, so why wasn’t it celebrated properly? 😭💔 Everyone else got a cake on their birthdays, including Hamza and ZAYB, so why was ESRA left out? She deserves the same love, celebration and special treatment! 👑🎂❤️",6,0,2026-09-14T20:10:55Z,2026-09-14T20:10:55Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakT_wopiYo,UgywzezFoEu6KvVekq54AaABAg,REPLY,@FahadSamiPharmaceutical,UC5L-C1zw-BKucyBcpeC7SHQ,​​@NoorFareed-s7dinshaAllah❤,2,0,2026-09-14T20:11:31Z,2026-09-14T20:11:41Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTaJYHfT4,UgywzezFoEu6KvVekq54AaABAg,REPLY,@sistro-j81,UCNtPKhg9HBKzmak5kCLmo5w,​@FURQAN_VELOGSright,1,0,2026-09-14T20:11:34Z,2026-09-14T20:11:34Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTi6NULXx,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Kia baqwass hin Esra ka aj birthday tha q nhi mnaya😭😭,4,0,2026-09-14T20:12:38Z,2026-09-14T20:12:38Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTjfvwdlu,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Kia baqwass hin Esra ka aj birthday tha q nhi mnaya😭😭,4,0,2026-09-14T20:12:51Z,2026-09-14T20:12:51Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTrgpc_YB,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Clouds-x5g,UCJMWkoeU2EQacnNT5Zdyz9g,Ye Fitna Samiya chalti phirti fake hai idher odher ghum k Jhot bolti rehti hai Dosro k khilaf Iss ka bolna Roona everything fake hai Andar se Kuch aur soch Rahi Hoti hai aur baheer se Kuch aur ban k dikhati hai mesni Aur Esra at least Laila se Sab se moo pe to larti hai ye Samiya to pechy se waar Karti hai Laila wagera pe aur jinn k Aagy acha banti hai unn Sab k Aagy kesi ki bhi nahi hai ye bas idher ki odher tili lagana Kam hai Iss ka,0,0,2026-09-14T20:13:57Z,2026-09-14T20:13:57Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTwGZXdOa,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Esra or zayb ki jo conversation hoti hin wo q unct min dalte hin kia faltooo k log dekenge😒,14,0,2026-09-14T20:14:34Z,2026-09-14T20:14:34Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakU5F3JnOL,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Esra or zayb jub aik sath hote hin tu wo seen q uncut min dalte Esra zayb ka screen time full kare😡😡,2,0,2026-09-14T20:15:56Z,2026-09-14T20:15:56Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUCTu5J2q,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Clouds-x5g,UCJMWkoeU2EQacnNT5Zdyz9g,"Samiya is a real True fasadaan phupoo badnam Ramsha thi bechari 
Asal to ye samiya fitna Karti hai Khuhd achi ban jati hai aur Dosro ko Bura bana deti hai soo annoying Jhoti",0,0,2026-09-14T20:16:55Z,2026-09-14T20:16:55Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUGcKS7vX,UgywzezFoEu6KvVekq54AaABAg,REPLY,@sasfssdfsdf,UCz9GFAjchrQd6nGBOu9Wl9Q,My vote for babrik bhai sab,2,0,2026-09-14T20:17:29Z,2026-09-14T20:17:29Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUKpsLNVc,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Clouds-x5g,UCJMWkoeU2EQacnNT5Zdyz9g,Sehrish ko unsave karwao aur Nikalo show se ajeeb itni bari Bachi ban k ghumti hai iss bhoqar ko Sirf khahne ka pata hai Kam Koie bhi nahi Karti labour class Mai aakar jab Iss ko Kam ka sirf Kah her tha to rone lag gaie thi k Kam nahi karo gi Kabhi bhi Apne hisharo pe nachwati hai Hassan aur Fassi ko opar se fassi bhi gulam hai isse Ka Rabia k pass Kam ka kehne ajata tha Rabia akeli Lagi Hoti thi ye sehrish Kuch Karti hee nahi thi Sehrish khuhd Sab larkiyo se jealous hai aur Fassi Hassan Isse pechan hee nahi Rahe ye abhi Taak Baithi hee Inn dono ki waja se hai warna literally Koie Game nahi Iss Sehrish ki task Mai bhi zero hai bas Dosro k opar baty Karne aati hai isse bari bari Jo Khuhd Mai hota hai wo Dosro ko kehti hai,1,0,2026-09-14T20:18:04Z,2026-09-14T20:18:04Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUMcHnQqm,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Only here for my queen Esra khan❤❤,4,0,2026-09-14T20:18:18Z,2026-09-14T20:18:18Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUN7F5nVu,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Clouds-x5g,UCJMWkoeU2EQacnNT5Zdyz9g,Samiya ko nikalo idher se odher aag Lagati hai bs,21,0,2026-09-14T20:18:22Z,2026-09-14T20:18:22Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUS3FHU78,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Ary team Esra ka screen time full kare please please please please please please please please please please please please please please please please please 🥺,3,0,2026-09-14T20:19:03Z,2026-09-14T20:19:03Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUTGfSsy1,UgywzezFoEu6KvVekq54AaABAg,REPLY,@AbdulJabbarjutt-k6q,UColPd6F18n5P4tzUgPgwSow,Ap Esra ka screentime km karny ki koshish kiun kar rahay Hain hum tamasha dykh hi sirf Esra k liay Rahay Hain please USS ko episode me ziada sy ziada dikhaya karain,9,0,2026-09-14T20:19:13Z,2026-09-14T20:19:13Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakU_DgdfBn,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Badshah slamath Esra ka birthday tha or Esra ka screen time full kare please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please 🥺,3,0,2026-09-14T20:20:10Z,2026-09-14T20:20:10Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUcITkia8,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,​.  Yes whyyyyhhhhy😢,2,0,2026-09-14T20:20:35Z,2026-09-14T20:20:35Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUcj5tA6t,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Clouds-x5g,UCJMWkoeU2EQacnNT5Zdyz9g,Zaib inscure hai Bhot Babarik se ye itna Jalta hai babrik se 😂😂 had hogaie Iss ki wo to Iss ki bat Taak Nahi karta ye babrik babrik karta hai obsessed Man hai,3,0,2026-09-14T20:20:38Z,2026-09-14T20:29:11Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUigo9y-R,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,​@Clouds-x5g  shi kha motooo pando ko dfa kare 😂,4,0,2026-09-14T20:21:27Z,2026-09-14T20:21:27Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUoaFmWwK,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,​@NoorFareed-s7d    Esra will be winner insha Allah insha Allah insha Allah❤,0,0,2026-09-14T20:22:15Z,2026-09-14T20:22:15Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUq8oCVKj,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,​@jamilahmed6802    only Esra,1,0,2026-09-14T20:22:28Z,2026-09-14T20:22:28Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakV91X8Cni,UgywzezFoEu6KvVekq54AaABAg,REPLY,@ashhadkhan7909,UCJ1FFqSjYeBaLv8gOzgGWGQ,Esra samiya babrik yasir zee Fasih Rabia they're strong contestants 💯,2,0,2026-09-14T20:25:11Z,2026-09-14T20:25:11Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVB15kEW9,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Clouds-x5g,UCJMWkoeU2EQacnNT5Zdyz9g,Zaib ki bhi koie game nahi hai sach kah jaie to Baith k baty banata rehta hai wo ase hai babrik asa hai Par ye zaib kis moo se babrik k opar baty karta hai jab K ye khuhd sab ko bitha k Jo babarik k khilaf karta rehta hai wo Kuch nahi lakin bas isse babarik nazar ata hai pore ghar mai ajeeb hai ye,3,0,2026-09-14T20:25:27Z,2026-09-14T20:25:27Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVJpsTBw-,UgywzezFoEu6KvVekq54AaABAg,REPLY,@ayusraqueen,UCU3FbiSrKnMw8EC_FsCexGA,hamza johar,1,0,2026-09-14T20:26:40Z,2026-09-14T20:26:40Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVKG1nAVt,UgywzezFoEu6KvVekq54AaABAg,REPLY,@ashhadkhan7909,UCJ1FFqSjYeBaLv8gOzgGWGQ,Yasir is such a truthful n positive personality 💯 vote for yasir,4,0,2026-09-14T20:26:43Z,2026-09-14T20:26:43Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVbnIQ6JG,UgywzezFoEu6KvVekq54AaABAg,REPLY,@manihamughal3098,UCrBcEUFyTKgoH5eMbYYaNCg,"Babrik ko yah masla hai us ka weight loss hoo gya...ab woh dil khol kar tamasha cafe say khana order kary ga.... asal ma games ma nah save hona ki waja say babrik ka weight kam ho gya hai ...😂😂
Babrik ki real side samey awam ky samny aty huway .......",0,0,2026-09-14T20:29:15Z,2026-09-14T20:29:15Z
